Id	SE_HS	SE_PT	SE_#1#	SE_GG	SE_NL	SE_TreeFull	SE_TreeHominids
ENST00000327475	0.0007183786873739823	0.0005660078812221568	0.0003923116997703782	0.0010047995048894775	0.0015274821194530244	0.002048017155486912	0.001399063644273867
ENST00000366574	0.0003150880497929006	0.0004452455455748876	0.0	0.00022278641420686042	0.0007947243032388561	0.0009768669578925067	0.0005742254624365526
ENST00000360184	0.0	0.0003170310770050786	0.0	0.00022277994694797705	0.0	0.00039666962575613787	0.00039666962575613787
ENST00000544440	0.0003819499219031616	0.0	0.00021007244051427046	0.00021791738156832954	0.0008931580164249597	0.0009992133245060322	0.0004883278172351828
ENST00000649046	0.00071638383135264	0.0007453725898117052	0.00030916928603293603	0.0006977882789192725	0.001522506035531872	0.001971603697866407	0.0013102908225578983
ENST00000261609	0.0	0.0	0.0	0.005575750285427166	0.0	0.005575750285427166	0.005575750285427166
ENST00000265104	0.0007531140623242528	0.0008879774759769476	0.0	0.0008639922687440453	0.0017664619306452935	0.002254220076731096	0.0014505109391682763
ENST00000389484	0.0007901636982515361	0.0006805715555843253	0.0004907406543657116	0.0007233395583825707	0.0013779269133464397	0.0020070413258763127	0.0013990463080537576
ENST00000409404	0.0006347003729915447	0.0007845048740709332	0.00030945653427928694	0.0006717196082601874	0.001266586178968968	0.0017729251866195807	0.0012522118064773634
ENST00000243077	0.0006279248881886342	0.00036159903711950765	0.0	0.0	0.0010282049929462604	0.0012668778055390905	0.0007085303528284416
ENST00000624552	0.0010237068145889279	0.0009548774471618895	0.00040094656043185875	0.001241946829857885	0.0024263712489756436	0.0030002916667106225	0.0019184945976331545
ENST00000290607	0.0011346927538650768	0.0011276259183101002	0.0009492384479419909	0.0016260350435420544	0.0031737982626441562	0.004008446660256707	0.002419587397013291
ENST00000409039	0.0009336347941066249	0.0008511158064655685	0.0006192055395521229	0.0010376515770846872	0.0016980694795200584	0.0023435416748668544	0.0017328386874025457
ENST00000233242	0.0011476946008994063	0.0011594676377979	0.0006516336954971295	0.0013491240384521086	0.0022461429080221206	0.0030403629621540296	0.002109685493358491
ENST00000254579	0.000979928105647733	0.0013068954690612397	0.0005066539208134736	0.0013490835382137362	0.0021821740876325543	0.0030142407154800815	0.0021396100362828536
ENST00000620169	0.0010851889613658352	0.0010680409384703398	0.0005532251493997477	0.0012455187387926787	0.001806144262794503	0.002712019278450702	0.0020488784066257488
ENST00000614102	0.0012515206844078885	0.00105792754635604	0.0003294159774000471	0.0008851263537816474	0.0019354875554164	0.0026922666625659388	0.0018740776398506744
ENST00000262442	0.0008808378808322827	0.0010094765959005882	0.0005520242359108121	0.0009166485596167243	0.002153108647334532	0.0027171855473371326	0.001713918983478064
ENST00000572933	0.0010249328124344488	0.0008743450247294351	0.0007732836234680032	0.0011319423091379205	0.002007016306565563	0.0027001742104315	0.0019508768945560662
ENST00000280772	0.0006925500513608744	0.0006572165140321762	0.00024618970028783603	0.0006570166850720649	0.0010403182827333148	0.0015726240723590045	0.0011848152119755878
ENST00000374695	0.0011307435084082734	0.0008059224773103099	0.0003747783472876265	0.0009649556322815318	0.0017147607112947372	0.0024713265998903273	0.0017330622921741356
ENST00000261800	0.0009190230010746774	0.000755938584396009	0.0	0.0009119384601187807	0.0016222265523373684	0.0022317352073507333	0.0014949901586455189
ENST00000342160	0.0	0.00022736045078833637	0.00040710012454398675	0.00041411411132891537	0.000475618068699144	0.0007860480720315778	0.0006165860500342004
ENST00000377560	0.0003365052583985955	0.0003394542592379447	0.0003433288786347802	0.00034591499014913744	0.0007128375577431535	0.0009966798634666416	0.0006733410292540634
ENST00000420323	0.0008589580939804923	0.0009444165624411537	0.0007940443298781393	0.0014361738582059987	0.00202085346181334	0.0027981474882479308	0.0020235975907368004
ENST00000378402	0.001127927423231203	0.0009233934367387914	0.0006132749198826141	0.0010465744982531735	0.00201548152388229	0.002760869861550984	0.0019236305815215095
ENST00000635942	0.0010919699391907537	0.0010494485958830186	0.0010883165419480526	0.0015084124440764568	0.002850116209805673	0.0036999974937298864	0.002395233004676333
ENST00000620676	0.000683745055301018	0.000660512838731426	0.0	0.0007225545641822025	0.0013564360982688197	0.0018049892097472613	0.0012081037148736862
ENST00000261383	0.0008495439852231648	0.0007880573437688475	0.0005613186180216777	0.0010323996024772103	0.0019859912276431295	0.0026021354470130596	0.001645372358174908
ENST00000613296	0.0014687335742511935	0.001573942765237046	0.00043031578293942034	0.0014282501715716278	0.0031298105238008176	0.004017967613956469	0.0026898562633739472
ENST00000312428	0.0009201631507012573	0.0007123930967799967	0.0	0.0011417371977175323	0.0017820876113382696	0.0023938964959681797	0.001556670409019885
ENST00000446378	0.0011328494702238197	0.0011935028392273412	0.000811993325999551	0.001475525287726544	0.00299244990208896	0.0036266207811940384	0.0022777640792529794
ENST00000512123	0.001137860181366855	0.0008994818993750805	0.0006809808159024523	0.0011724314558015877	0.0021080439364730822	0.0027696693136723643	0.0019594851995762093
ENST00000358544	0.001865837404059989	0.0013915850037863006	0.002711434083251845	0.0013760037281261715	0.0032423943232007734	0.005057342874115081	0.0037967300520513193
ENST00000672209	0.0008397339581770219	0.0007709222362065054	0.0005041755014933055	0.000866003169256068	0.0018235889749050889	0.0023982546164657338	0.0014964375113645657
ENST00000359028	0.0009240722595865608	0.0008574758294974456	0.0005352578354005036	0.0011032220245638207	0.0020071694811779955	0.0025968722714679792	0.0016821508133317464
ENST00000296452	0.000800410598121408	0.0008618878104047354	0.00039629839178096645	0.0008619159798049495	0.0017705317352189336	0.002208291624421048	0.0014184464033497953
ENST00000371117	0.001210255769127165	0.0009769250836174567	0.0006343473104881263	0.0015750133696299268	0.002625666870201677	0.0034416763675692965	0.0021871992839907523
ENST00000389793	0.0010348191220367084	0.0010606102324085677	0.0	0.0007922896782832728	0.001983064067495146	0.0025501558821166294	0.001668735107555708
ENST00000297405	0.0007079091126678596	0.0006542677027806051	0.0	0.0006691898659537872	0.0011641821724397033	0.0016606398843992214	0.0011917780780363717
ENST00000357033	0.0009308192949474195	0.0006317375557179273	0.00037854115024673295	0.0007828619726951804	0.0014125258193570253	0.001990902538199732	0.0014319598871142766
ENST00000644861	0.0010841944683680491	0.0011180164133856754	0.0002748455807988689	0.0007392777239644143	0.001645447564653154	0.0023419409630728283	0.0016922141149730264
ENST00000375759	0.0007928071559103835	0.0008468278857656487	0.0006050435098892944	0.0010825536020890088	0.0019353299975176745	0.002566084858125301	0.001688136447147054
ENST00000268489	0.0006506626044345224	0.0007786822953842144	0.00031524372653786924	0.0009141409759442576	0.001548791864257394	0.002068665589715668	0.0013359344139887142
ENST00000651372	0.0007907273422909752	0.0005070068473222117	0.0	0.0008380487839793083	0.001292491213408209	0.00174130953972992	0.0012056080874390546
ENST00000401783	0.0009248205203601682	0.0009816633188102094	0.0004111581305639389	0.0010274998902787308	0.002043094656105828	0.0027668885342618656	0.0017706561004288465
ENST00000398571	0.0004096132431433723	0.00039836751243537555	0.0	0.0006806880395128892	0.0009908865032584961	0.0013553150490966555	0.000877632575503048
ENST00000520002	0.0008800516379861648	0.000557221051893378	0.0005647729105274871	0.0010235401698733874	0.001986752998088277	0.002528108619382032	0.001592209972736029
ENST00000314191	0.0007924555272990227	0.0008011102430239422	0.00031048020253048974	0.0007292532122868701	0.0016767266178352941	0.002111406454108724	0.001389456687454878
ENST00000373381	0.0006662737981335716	0.0007328675515906384	0.0003039229336245613	0.0009228062234513563	0.0019635113211945096	0.002447134007921258	0.0014118102175614926
ENST00000424685	0.0005105687984826515	0.0005338787990589386	0.00029681563389964433	0.0005882057643850452	0.0010703176117498174	0.0013951542333550753	0.0009648337114485169
ENST00000634258	0.0006582276518396472	0.0007141281980998127	0.00030482416213601456	0.0007414311732025173	0.0012825556126935898	0.0017885652585783117	0.001234838005925866
ENST00000367409	0.0012326766606280228	0.0010268340262051935	0.0008938341957869624	0.0016096845360193067	0.0023933303043211602	0.0033726008650358697	0.0024323898890855787
ENST00000367545	0.0008315658305049369	0.0009131376781009945	0.0005128965809712506	0.0010867521448932151	0.0017843672458571457	0.0024312133208735276	0.0016758082756927366
ENST00000295888	0.00028825934630783215	0.0006576808885779227	0.0	0.0006507448539550595	0.0009894188968575083	0.0013847953998544534	0.0009653572880326394
ENST00000252999	0.001989270507311525	0.0008616837249371013	0.0006075476906171903	0.0022439276294376736	0.0036883307863768756	0.004822364601547586	0.0031351780600256153
ENST00000380152	0.0010161240762552588	0.001003960461252386	0.00029939625833453763	0.0011994432792591144	0.0037717567593056386	0.00416974169442073	0.0019206120964564157
ENST00000299441	0.0006807741804702791	0.0010486459691363384	0.00029305788777304523	0.0006863557515471496	0.0017288148565437536	0.002261942725819358	0.0014431472209970172
ENST00000164024	0.0009059630235430336	0.0010742756034890523	0.0005305970148650916	0.0010699064127689146	0.0017376395037632744	0.002520259544659481	0.0018374779944145135
ENST00000377833	0.0011927543402608409	0.0012601878663034368	0.0005429919617441938	0.0018300244862060485	0.002402343609450734	0.0035240229812030827	0.002578201445994915
ENST00000359863	0.0	0.00029720037645192244	0.0	0.0	0.0004393310106542143	0.000520233094129481	0.00029720037645192244
ENST00000393667	0.0011692564905507834	0.0011323733132883548	0.000308127124768175	0.0012462880135343927	0.002580108664439434	0.003267675432366013	0.00202115164009854
ENST00000359568	0.0015042752747725075	0.001567697911660381	0.0010191410161436423	0.001817139426030607	0.0032025481182114397	0.004285347082683094	0.0029042933676721597
ENST00000368654	0.001564139451610219	0.00157611725136828	0.0012071087795802043	0.0020976015820837186	0.004107002156821096	0.00525256601896252	0.0033349214728454275
ENST00000295550	0.0008777277433989735	0.0007831421317002363	0.0006029961818576104	0.0007130339702359577	0.0016714142671000565	0.002257073006841405	0.0015022573795554423
ENST00000360280	0.0006290295626047648	0.0008517464848390476	0.0007184556126834377	0.000796482686133722	0.002278703941457954	0.0028171279428914576	0.0015442230335011979
ENST00000439458	0.0006369292273177158	0.00032199475497855475	0.000316902432617821	0.000910761691984215	0.0009730510632909699	0.0015546547369230564	0.0012220520217965903
ENST00000262518	0.0006293228703462345	0.0007458603194429143	0.0003122671973015571	0.0008579126620763452	0.0018227942275709959	0.0022627775320342497	0.001264730698367208
ENST00000370621	0.0014019589828932113	0.0014478758137176893	0.0008763980856182002	0.0015472281147630561	0.0031373251177414197	0.004076504484742117	0.0027137638727983576
ENST00000638951	0.0015350067879817836	0.0010810122308067254	0.000978185212098698	0.0018046303628122557	0.0034444224663254088	0.004346489226658201	0.002729581196336956
ENST00000615845	0.0007405943031546185	0.0009322926219599369	0.0006699334651216269	0.0013533903886002187	0.0026010934329487798	0.0032135237856969015	0.0019759598773840315
ENST00000322507	0.0004439753042638433	0.0006648381374643947	0.0005492328825597665	0.0006318156584342745	0.0017073214961745742	0.0020752259056548705	0.0011633848350776346
ENST00000367607	0.0006622077706487625	0.0011479470419765248	0.0009036780848049128	0.0014400811154204637	0.00255361529019946	0.0032677546988787937	0.0021607420396576884
ENST00000508244	0.0011915669032690707	0.0013505795062600358	0.0010385935019912814	0.00171453795026236	0.003117493946257049	0.004189444672872603	0.002608047015211626
ENST00000313654	0.0009175411534806635	0.0011659280673559011	0.0010682795385238437	0.0013695078322486526	0.0024787297219275002	0.0033570267807012453	0.0022496502883583495
ENST00000355072	0.0010086688005778647	0.0008575703621805968	0.0004684195232206095	0.0006692019942597449	0.0019095033569644416	0.002466427338104346	0.0015444558170517163
ENST00000543779	0.0007545303285628679	0.0008657682804929617	0.0	0.0008271359266488938	0.0013931653076993801	0.001901152425133399	0.0013448067251127858
ENST00000421865	0.0009503919336670799	0.00124204785798619	0.000572201178784605	0.0010605470178536047	0.002110889584580682	0.0028826635314001003	0.0019489670190331672
ENST00000389658	0.0009987898719495038	0.001280943420631439	0.0006816477023788073	0.001264708701280596	0.002520944593742285	0.0032770537466748468	0.0021233337444486427
ENST00000394143	0.0014209079334105684	0.0012815241343720673	0.0011958224707716858	0.0018223096802787487	0.0033859461281165425	0.0042557970724975405	0.0028209483944833615
ENST00000040738	0.000966312384528876	0.0012378518690575246	0.0007209796179592992	0.0014915308666567414	0.0029962553162533076	0.0037609175173751223	0.002222959464506681
ENST00000539542	0.0008147874626697479	0.0006614350649546566	0.0	0.0012023691720279893	0.001738488732921104	0.0023406926422168354	0.001630620949944072
ENST00000382031	0.0009630153379022081	0.0010582965203080337	0.0009632747282255884	0.001153161542550888	0.0026620299736010264	0.003418199482297349	0.002011012049935745
ENST00000503238	0.00047872171569028767	0.0006676875317105958	0.00048069910805302623	0.000599037434402027	0.0013337966731496295	0.0017537752496844044	0.0011200382985120931
ENST00000366955	0.0014429489254993	0.0013235526056468916	0.0005696500870071033	0.001587529802153011	0.002808871837542679	0.003786822145704548	0.0026012442062494823
ENST00000278616	0.00080393403461228	0.0009434883645740802	0.0005967706967775165	0.0009528198491230984	0.001770878724765624	0.0024332902192589663	0.0016804370015588732
ENST00000598234	0.001815684264489406	0.0018293354297270418	0.001002650484535518	0.00173866740409674	0.004301439966167947	0.005110592855479074	0.0031305867155887717
ENST00000423902	0.0003478544642331714	0.0005781425159418633	0.0	0.0005063670960077239	0.0011046759145109427	0.001357867438169135	0.0008384796468237578
ENST00000524981	0.0026144610684096445	0.00471372489521115	0.0017223225957051626	0.0025734216829868214	0.00542327566545308	0.008049935115349263	0.00593997055457084
ENST00000381638	0.0009387846581118439	0.0007457824820049442	0.0006259417931119546	0.0010919816775801503	0.0015448028285951374	0.002275373144442562	0.0017082150774358124
ENST00000645453	0.0016970112514392407	0.0016436586979912868	0.0010071871658490134	0.00244207662807779	0.004300949089156827	0.005515259597672767	0.003596783758611034
ENST00000647500	0.00047109718911915314	0.0003564348908521904	0.0	0.0004718011807944699	0.0008324705625016777	0.0011102438467848375	0.0007378243764314412
ENST00000645898	0.0004891903028956398	0.0008650503880238187	0.000568809796076593	0.0008625433840024303	0.0016669551751913162	0.002153495273945583	0.0014461845277407752
ENST00000328333	0.0012604179257040388	0.0009875467818703768	0.0011706553683030925	0.0013895899367884395	0.002198725641801709	0.003287948548157543	0.002377882193160166
ENST00000219905	0.0010030700017422101	0.0008750515665234619	0.0007991768792981382	0.001440176545628193	0.001736855713752514	0.0027103687331157533	0.0021300012318408532
ENST00000389622	0.0016962981721531391	0.00116695096897503	0.001110907038814101	0.001857677925761877	0.003594476263842957	0.0045429846029618305	0.002931673844298142
ENST00000447540	0.0005673768982547272	0.0	0.0003928473117795386	0.0011461987013860655	0.0014021983686324233	0.0019359029077631856	0.0013329683665159963
ENST00000399391	0.0015877970449199002	0.0011424893065517545	0.0006158992827525968	0.001683968536240797	0.0026305194974021798	0.003608272005207033	0.0026627290145294744
ENST00000368802	0.0007746139992174996	0.0008796717639307114	0.0007068397308571807	0.001380295372643866	0.002071444971011661	0.0028289773796757955	0.0019609432294058326
ENST00000262738	0.0013131783935414038	0.0015924697833008717	0.0006451098651856992	0.0011053919723939824	0.0020261295516604545	0.003161893533120904	0.002443956523741071
ENST00000316623	0.0	0.0	0.0003547034464995709	0.0004907137812260192	0.0014547280605628683	0.0015800812162970201	0.0006180185255281723
ENST00000262464	0.0006132243624454459	0.0005262709253731193	0.0	0.0005162249940821467	0.001036784960535496	0.0014107762790498482	0.0009657191790773983
ENST00000369005	0.0018572420364818152	0.0009485272261788245	0.0010089928298167964	0.0021497375409619333	0.0031083266054617188	0.004355159446697843	0.0031254400382833593
ENST00000379802	0.0005261432044304306	0.0008578855706520755	0.0003574078908565968	0.0004883103577342352	0.0011886232287891501	0.0016763115603389755	0.0011801812992915887
ENST00000344204	0.0003736281732196475	0.0	0.0	0.0007130019261188937	0.0011061812670442484	0.0014035268508336357	0.0008225424529044014
ENST00000271332	0.0009295153881431149	0.0006355618138962461	0.000490985965907426	0.0007377234152364961	0.0015143098310190452	0.0020577364392707453	0.0014310825144068773
ENST00000447313	0.0013699605364893598	0.0014714942016906807	0.0013001722190960105	0.0015690878615339128	0.003424563245561869	0.004340299129752817	0.0028990023217449704
ENST00000251268	0.0007991936246556968	0.0005674220559024186	0.0005784199346649178	0.0008939835695755031	0.0023649722406217273	0.0027765525426989316	0.0013666666724645024
ENST00000257430	0.0009868938301430112	0.000813824951708931	0.0	0.0006982695602011705	0.0017449129732237361	0.0022907773126470267	0.0014334857627270757
ENST00000321892	0.0011655228842138193	0.0007204655709227461	0.0006339945641513296	0.0007266422871698454	0.0021300968240620948	0.0027731709219788315	0.0016990944178226334
ENST00000438447	0.001119947889171554	0.0014680792819203098	0.0003850746321870818	0.001594494933155192	0.003269371752687531	0.0039732569753254355	0.0024122156363055687
ENST00000282516	0.0	0.0006388803140085562	0.000521530617903244	0.0004967865724784419	0.0012772248446147742	0.0016016113731389993	0.0009345593375015558
ENST00000367742	0.0009881006034976217	0.0008750592110291011	0.000789171920603689	0.0013827108406460986	0.0017546720421171616	0.0026451504470046613	0.0020664349724191524
ENST00000520539	0.0	0.00036937481051476083	0.0	0.0	0.0008966811906648692	0.0009723031466923419	0.00036937481051476083
ENST00000518659	0.0005128177151563421	0.0	0.00035575100428362875	0.0005223827390223813	0.0008272748643807854	0.0011423624685387424	0.000812403151256185
ENST00000530271	0.0011823210962897113	0.0010036421681832454	0.000361175569475684	0.0007814668428366418	0.0021954846060019168	0.002801069323540668	0.0017654185349332257
ENST00000361243	0.0012956302273311117	0.0009902474030103249	0.0011139955414011494	0.0018021179714996125	0.003120820069123314	0.003924473983974216	0.002719386370725731
ENST00000289672	0.0015714034588420799	0.0018425458009616504	0.0009206074199627791	0.0016486616120848718	0.003877225603098735	0.004864470571581161	0.003060204572295361
ENST00000580640	0.0010552322344019721	0.0011005653306890952	0.0	0.0007586081834182949	0.0016888461825215562	0.0024048138548433315	0.0017175239129614914
ENST00000261637	0.0008291200055838404	0.0009050739648249146	0.0006377136901099769	0.0011555722922543094	0.002131250346957568	0.002833667215714627	0.0017944684967041837
ENST00000450053	0.0013587877145330991	0.0007705867025295855	0.000858126955463199	0.0012580114871068003	0.0024955243485409694	0.003276574051978296	0.002138758833501778
ENST00000325888	0.0004207198483130067	0.000425469429161236	0.0	0.0	0.0012261840340950332	0.001359930441758731	0.0006014375802127439
ENST00000422452	0.0005414530616147574	0.0007237253836538922	0.0	0.001091191785509171	0.0009850683157224046	0.001691675889977688	0.0014040774877884378
ENST00000368346	0.0007543080326119294	0.000529862204871458	0.0	0.0008433774926699675	0.0016383694534428629	0.002034032260487708	0.0012658049578460075
ENST00000373233	0.0006745292566387465	0.0005210828097882253	0.0005318551607002339	0.0008642380573214191	0.002038196737728583	0.002470325408407976	0.0013180361847128506
ENST00000651877	0.0017152123350449957	0.001767369061184602	0.0003893162364766984	0.0017270390163764875	0.0028577352134934206	0.004016510549750377	0.002929181084406881
ENST00000511685	0.000661985225363246	0.0005273121040197524	0.0	0.0007504346905070375	0.001064008252521634	0.0015032476459856201	0.001131203557868374
ENST00000379388	0.0015847793110611698	0.001162182817181205	0.0007376168878152331	0.00105545493261082	0.002718611257473048	0.003556425088970101	0.002337740416143985
ENST00000220616	0.001980825117794826	0.001146383069122254	0.00038215507934458214	0.001908220503132948	0.003013334007684051	0.004117183092335401	0.0029768444054877677
ENST00000439151	0.0011037147067184114	0.0	0.0003929064401528212	0.0008648483976899808	0.001958136598659642	0.0024126430516909544	0.0014604995066189444
ENST00000278550	0.00062452123843893	0.0010348718390944043	0.0005326861523219003	0.0008961716681856353	0.0014332931356697796	0.0021289132588211816	0.0015704936996890513
ENST00000449802	0.0008379377854768108	0.0011005194541960676	0.0006530161893147814	0.0009731705621001161	0.002123869942875145	0.0027244106247039275	0.0017430560333228538
ENST00000265148	0.0013717377891123955	0.0016314391224770063	0.0003927089121015944	0.001479349840509376	0.0025776539405808485	0.003770502712739595	0.0026025578933870407
ENST00000381340	0.0003591545731511062	0.0006516494513429501	0.0	0.0006349025972704166	0.0011360340312411622	0.001526328051714988	0.000959243971649356
ENST00000649015	0.001067402313662397	0.0	0.0	0.00037633149326293125	0.0005202813156496399	0.001192879980518651	0.0011074884697364709
ENST00000369577	0.0007818488650666416	0.0007473300976876117	0.0006517138206178261	0.0012379844792313568	0.002105424758208731	0.0026590032145450146	0.001818872002348883
ENST00000300648	0.0009312933687146152	0.00038267051620172784	0.00037792259139447754	0.000536674073768225	0.0013316444510292039	0.0017753005913998274	0.0011998293782197957
ENST00000357232	0.0018535801432933501	0.0011891095092771622	0.0007375927032755726	0.001476440859460761	0.003050078275889677	0.004210621050790488	0.002819198164119821
ENST00000553484	0.000636248352843011	0.0008651428386460204	0.00040033543567637967	0.0005428429124943154	0.0010803591184321514	0.0016730780067229561	0.0012652115857468497
ENST00000446231	0.00046972564524417585	0.0008835065616096756	0.0	0.0004377198264209163	0.000771851092053847	0.0013550540409306392	0.0010916897777616945
ENST00000350721	0.0010069627180370462	0.0007786757153973324	0.0007401017272833362	0.00038193848019860767	0.001677858584790777	0.002256639935222615	0.001506983669667186
ENST00000490882	0.0009500482656934413	0.0007045035470009043	0.0	0.0007093002391623489	0.0007795562578607595	0.0016256916131517822	0.001389620984886744
ENST00000467148	0.0013072664681431693	0.0014515798803224267	0.0010270131218461872	0.0014325304785810277	0.0035195962465991654	0.004396687081966183	0.002610437553040292
ENST00000378330	0.001998892758051971	0.001795527797624118	0.0008413900602743568	0.0018253646093154491	0.0033931336652815755	0.004785218795107632	0.003306008299620515
ENST00000224140	0.0010777938846199368	0.0019089265738237268	0.0003928004508475281	0.0018009337731749791	0.0036531513922410026	0.004582447399841531	0.0028337672301027477
ENST00000262715	0.0014726450230895729	0.0016330941575531416	0.0005510981014997702	0.001081643917504214	0.003340499118311875	0.003945129455648632	0.0025174347370260936
ENST00000358731	0.0016286907698964312	0.0016297406151519044	0.0	0.001762246944780032	0.004017177973249189	0.004907892644025964	0.002985954573690676
ENST00000368586	0.0020814499540135543	0.0017780952892019132	0.0006109582292483452	0.0019100062902294313	0.003655762715864267	0.004870071021727487	0.0032804635926976383
ENST00000272895	0.0005472129918598128	0.00133931849778309	0.0003846636148406525	0.0012537092832200748	0.0017982465848604384	0.002597019146166042	0.0018844905323658438
ENST00000611816	0.0	0.0	0.0	0.0005405932037569935	0.0005385472237565138	0.0007514594555353205	0.0005405932037569935
ENST00000399982	0.0003710797672543253	0.0006575709466239213	0.0003851319334411277	0.0	0.0008128514794886965	0.0011365337788389568	0.000833880573455202
ENST00000282041	0.0007879216055577063	0.0009119121586867085	0.0006816276106129751	0.0006713422566716473	0.0022581241437193153	0.00271005591604634	0.0015024323065957372
ENST00000294383	0.0	0.00041943171393998466	0.0	0.0004052275149377528	0.0011606101678873215	0.0012980576221930929	0.0005851814120273713
ENST00000321725	0.0011279711353099709	0.0009938546128695196	0.0009085286065107418	0.0010078664321291565	0.0018039649033052504	0.0027305086795803013	0.0020600382694824114
ENST00000419474	0.0010285314332909364	0.0012404487956318082	0.0	0.0013859870392700837	0.0026834625893438317	0.0034048888292112973	0.002169398683909576
ENST00000409792	0.0009779281720565772	0.0008926973080701762	0.0005642819227751452	0.0012408789505520422	0.00228835262227849	0.0030614989328105256	0.0019403634698257014
ENST00000325212	0.0016907747066802973	0.0014840873969835212	0.0010089086881322706	0.00203109073541668	0.003928416304300406	0.004914282745283498	0.00317870998920712
ENST00000352632	0.0005849514389680303	0.0008410019941497349	0.00041057578055647134	0.0007248366117074225	0.0005979122618984268	0.0014299587568546552	0.0012719300818551927
ENST00000356056	0.0008685687510840798	0.0009735858019081689	0.0	0.0015652646539692828	0.002156533088016345	0.0029046696475091937	0.0020069293107737923
ENST00000420124	0.0007578603368372978	0.0012621090462355711	0.0	0.0011434845351586682	0.0016649672497222156	0.0025070208310352072	0.0018770079991389968
ENST00000403625	0.0017009002534896134	0.001232126993075303	0.0006407540459124669	0.0014793433520868392	0.00314714389110405	0.004118979422331432	0.0026562069464353536
ENST00000584436	0.0013528812064003586	0.0012443917560360572	0.0009208907842518483	0.0017385323406298194	0.0035288092830719903	0.0045103905141472165	0.0026896684307592305
ENST00000407587	0.0021470853840423036	0.0016532316821703057	0.0009090446969306596	0.0013821054261633672	0.0029610866034451553	0.00422255324661749	0.0030901681903140123
ENST00000361445	0.0	0.0	0.0004218511609023446	0.0	0.0006045624377527856	0.0007096858603669757	0.0004218511609023446
ENST00000572681	0.0009315449782171131	0.0006063123521672488	0.0004323532062580965	0.0010226770547218011	0.0009543833997667178	0.0018487993045811643	0.0015812950335761782
ENST00000298910	0.0012051726191346017	0.000988629661178021	0.0004179702208276161	0.001444456434426095	0.0028001841509988795	0.003482625549885469	0.0021748535009970013
ENST00000277225	0.0008776423797076945	0.0007017447751784277	0.0	0.0005630411874686006	0.0015098269376284626	0.00195499952010869	0.0012218906601232614
ENST00000347230	0.0008159869406281458	0.0009836230932981577	0.00040808590487414624	0.0011834861329026362	0.002541171876233402	0.0031031463570049584	0.001816523230864705
